frame,ms
0,0.072100
1,0.050900
2,0.051000
3,0.049700
4,0.056100
5,0.051800
6,0.052500
7,0.055600
8,0.050800
9,0.054800
10,0.051800
11,0.050500
12,0.051200
13,0.050300
14,0.053100
15,0.052300
16,0.054600
17,0.053100
18,0.053000
19,0.054600
20,0.054200
21,0.055200
22,0.051300
23,0.053700
24,0.055200
25,0.054300
26,0.052700
27,0.051200
28,0.050900
29,0.051700
30,0.054300
31,0.051300
32,0.048400
33,0.053000
34,0.050400
35,0.050100
36,0.048800
37,0.048700
38,0.049000
39,0.048100
40,0.052000
41,0.049900
42,0.053200
43,0.058500
44,0.097200
45,0.059000
46,0.047500
47,0.046400
48,0.046400
49,0.045900
50,0.047000
51,0.047100
52,0.046900
53,0.047100
54,0.046800
55,0.046300
56,0.046200
57,0.048800
58,0.048100
59,0.046800
60,0.046700
61,0.050700
62,0.047800
63,0.048200
64,0.049200
65,0.050700
66,0.049400
67,0.049300
68,0.048400
69,0.050300
70,0.051100
71,0.061900
72,0.107300
73,0.048700
74,0.049300
75,0.047700
76,0.047300
77,0.047800
78,0.048300
79,0.047300
80,0.046400
81,0.047000
82,0.047000
83,0.047500
84,0.046800
85,0.048000
86,0.047000
87,0.046400
88,0.047300
89,0.050600
90,0.047000
91,0.047000
92,0.046700
93,0.050700
94,0.046800
95,0.047000
96,0.046100
97,0.047000
98,0.046900
99,0.046600
100,0.046600
101,0.047000
102,0.046800
103,0.046600
104,0.047200
105,0.047400
106,0.047500
107,0.047700
108,0.046700
109,0.047600
110,0.047300
111,0.047600
112,0.046500
113,0.048700
114,0.046700
115,0.046800
116,0.046900
117,0.047900
118,0.050200
119,0.047700
120,0.047100
121,0.047100
122,0.047800
123,0.048100
124,0.046800
125,0.047500
126,0.048100
127,0.047500
128,0.047600
129,0.046900
130,0.047300
131,0.047000
132,0.046100
133,0.046100
134,0.046700
135,0.046500
136,0.046800
137,0.046300
138,0.046000
139,0.046000
140,0.047300
141,0.047100
142,0.047400
143,0.047400
144,0.088500
145,0.056900
146,0.050200
147,0.046600
148,0.046600
149,0.047100
150,0.046700
151,0.047100
152,0.046200
153,0.047100
154,0.079000
155,0.052400
156,0.046600
157,0.046700
158,0.046300
159,0.046900
160,0.046500
161,0.058700
162,0.093600
163,0.056000
164,0.074900
165,0.054300
166,0.046100
167,0.046200
168,0.046600
169,0.046200
170,0.046700
171,0.047100
172,0.046600
173,0.046600
174,0.046900
175,0.050200
176,0.047600
177,0.047900
178,0.051600
179,0.047200
180,0.047700
181,0.047400
182,0.047400
183,0.047400
184,0.048000
185,0.048000
186,0.048300
187,0.047800
188,0.047700
189,0.048000
190,0.047100
191,0.048200
192,0.048900
193,0.048400
194,0.047400
195,0.048200
196,0.131700
197,0.083300
198,0.079200
199,0.077300
200,0.074100
201,0.083300
202,0.077400
203,0.084000
204,0.050100
205,0.046000
206,0.045800
207,0.058400
208,0.036700
209,0.036700
210,0.036800
211,0.036600
212,0.036700
213,0.036600
214,0.036900
215,0.037200
216,0.037200
217,0.037100
218,0.037100
219,0.037100
220,0.037100
221,0.037200
222,0.036700
223,0.039700
224,0.037500
225,0.037300
226,0.037000
227,0.037200
228,0.037000
229,0.036900
230,0.037800
231,0.036600
232,0.039600
233,0.037700
234,0.037300
235,0.036800
236,0.036600
237,0.036900
238,0.036800
239,0.036700
240,0.036800
241,0.036700
242,0.036900
243,0.037000
244,0.036600
245,0.037100
246,0.036800
247,0.036600
248,0.037000
249,0.037100
250,0.037100
251,0.037200
252,0.037000
253,0.037000
254,0.037000
255,0.036900
256,0.036700
257,0.036800
258,0.036800
259,0.036700
260,0.039600
261,0.036900
262,0.036700
263,0.039800
264,0.036700
265,0.036500
266,0.036900
267,0.036900
268,0.037100
269,0.036800
270,0.036900
271,0.037000
272,0.036900
273,0.036500
274,0.036700
275,0.036700
276,0.036800
277,0.036800
278,0.036900
279,0.036900
280,0.036700
281,0.036700
282,0.036800
283,0.036800
284,0.036800
285,0.036700
286,0.036700
287,0.036800
288,0.036800
289,0.039600
290,0.036700
291,0.036800
292,0.036900
293,0.036700
294,0.037000
295,0.037000
296,0.037000
297,0.037100
298,0.037000
299,0.037200
300,0.037200
301,0.037000
302,0.036900
303,0.037100
304,0.037000
305,0.036800
306,0.036600
307,0.036800
308,0.036700
309,0.036700
310,0.036700
311,0.036700
312,0.036900
313,0.036700
314,0.036700
315,0.036900
316,0.036700
317,0.039400
318,0.037100
319,0.036700
320,0.036700
321,0.036800
322,0.036700
323,0.036700
324,0.036700
325,0.036800
326,0.036700
327,0.036600
328,0.036700
329,0.036700
330,0.036600
331,0.036500
332,0.036600
333,0.036700
334,0.036700
335,0.036600
336,0.036600
337,0.036700
338,0.036600
339,0.036600
340,0.051000
341,0.030700
342,0.030600
343,0.030500
344,0.030500
345,0.033000
346,0.030600
347,0.030800
348,0.030800
349,0.033500
350,0.030600
351,0.030700
352,0.031000
353,0.030600
354,0.030700
355,0.030600
356,0.030800
357,0.030500
358,0.030500
359,0.031000
360,0.030800
361,0.030600
362,0.030700
363,0.030900
364,0.030900
365,0.030700
366,0.030800
367,0.031000
368,0.030700
369,0.031000
370,0.030700
371,0.030700
372,0.030900
373,0.031000
374,0.032900
375,0.030500
376,0.030600
377,0.030500
378,0.030400
379,0.030400
380,0.030500
381,0.030700
382,0.030600
383,0.030600
384,0.030900
385,0.039500
386,0.044100
387,0.031800
388,0.030900
389,0.030700
390,0.030600
391,0.030900
392,0.030400
393,0.030500
394,0.030500
395,0.030400
396,0.030200
397,0.030200
398,0.030200
399,0.030400
400,0.030200
401,0.030300
402,0.045100
403,0.030300
404,0.030200
405,0.030400
406,0.030300
407,0.030300
408,0.030300
409,0.030200
410,0.030300
411,0.030300
412,0.030700
413,0.030300
414,0.030300
415,0.030300
416,0.030500
417,0.030400
418,0.030500
419,0.030300
420,0.030300
421,0.030200
422,0.030400
423,0.030300
424,0.030300
425,0.030400
426,0.030400
427,0.030500
428,0.030600
429,0.030600
430,0.030400
431,0.036100
432,0.031100
433,0.030500
434,0.036700
435,0.030400
436,0.030500
437,0.030700
438,0.030700
439,0.030900
440,0.030800
441,0.030600
442,0.031100
443,0.030300
444,0.030400
445,0.030200
446,0.030200
447,0.030300
448,0.030400
449,0.030300
450,0.030300
451,0.030400
452,0.030400
453,0.030600
454,0.030700
455,0.030400
456,0.030500
457,0.030700
458,0.030600
459,0.035100
460,0.030600
461,0.030600
462,0.030400
463,0.030600
464,0.030500
465,0.031100
466,0.030800
467,0.031100
468,0.031100
469,0.030900
470,0.030900
471,0.036700
472,0.071700
473,0.031600
474,0.031100
475,0.031100
476,0.030900
477,0.030800
478,0.030900
479,0.031100
480,0.031100
481,0.031200
482,0.031100
483,0.031200
484,0.031400
485,0.031200
486,0.031100
487,0.030900
488,0.041800
489,0.031000
490,0.030600
491,0.030800
492,0.030800
493,0.030800
494,0.030700
495,0.031000
496,0.031400
497,0.047100
498,0.030100
499,0.029700
500,0.029500
501,0.030000
502,0.029600
503,0.029400
504,0.029400
505,0.029400
506,0.029400
507,0.029400
508,0.029600
509,0.029300
510,0.029300
511,0.029500
512,0.029500
513,0.029400
514,0.029400
515,0.029400
516,0.031400
517,0.029500
518,0.029500
519,0.031600
520,0.029300
521,0.029300
522,0.029300
523,0.029600
524,0.029400
525,0.029400
526,0.029400
527,0.029600
528,0.029400
529,0.029300
530,0.029300
531,0.029300
532,0.029500
533,0.029400
534,0.029400
535,0.029300
536,0.029400
537,0.029400
538,0.029400
539,0.029600
540,0.029500
541,0.029300
542,0.029300
543,0.029400
544,0.029300
545,0.039000
546,0.029300
547,0.029400
548,0.029500
549,0.029300
550,0.029400
551,0.029300
552,0.029400
553,0.029200
554,0.029200
555,0.029200
556,0.029200
557,0.029200
558,0.029400
559,0.029400
560,0.029300
561,0.029400
562,0.029200
563,0.029400
564,0.029400
565,0.029300
566,0.029200
567,0.029300
568,0.029300
569,0.029400
570,0.029300
571,0.029600
572,0.029600
573,0.031500
574,0.029400
575,0.029500
576,0.029400
577,0.029300
578,0.029500
579,0.029500
580,0.029300
581,0.029500
582,0.029500
583,0.029300
584,0.029300
585,0.029300
586,0.029300
587,0.029400
588,0.029300
589,0.029300
590,0.029300
591,0.029300
592,0.029500
593,0.029400
594,0.029400
595,0.029300
596,0.029300
597,0.029400
598,0.029300
599,0.031200
600,0.029700
601,0.032300
602,0.029700
603,0.030000
604,0.029800
605,0.032800
606,0.030100
607,0.030100
608,0.030300
609,0.030300
610,0.030200
611,0.030400
612,0.030700
613,0.030100
614,0.030900
615,0.030200
616,0.029800
617,0.030200
618,0.030100
619,0.029800
620,0.029800
621,0.030100
622,0.030900
623,0.030700
624,0.030400
625,0.031000
626,0.032800
627,0.063200
628,0.034900
629,0.029900
630,0.031800
631,0.029700
632,0.029400
633,0.029300
634,0.029400
635,0.029600
636,0.029500
637,0.029800
638,0.029700
639,0.030000
640,0.031000
641,0.030100
642,0.030000
643,0.030100
644,0.029600
645,0.029500
646,0.029600
647,0.030100
648,0.029600
649,0.029700
650,0.029900
651,0.029800
652,0.029600
653,0.029700
654,0.029400
655,0.029500
656,0.029500
657,0.029200
658,0.031400
659,0.029300
660,0.029500
661,0.029600
662,0.029300
663,0.029300
664,0.029300
665,0.029600
666,0.029500
667,0.029300
668,0.029300
669,0.029400
670,0.029400
671,0.029200
672,0.029400
673,0.029400
674,0.099900
675,0.030200
676,0.029300
677,0.029600
678,0.029600
679,0.029600
680,0.029300
681,0.029500
682,0.029600
683,0.029600
684,0.029500
685,0.029600
686,0.029700
687,0.032000
688,0.029700
689,0.029400
690,0.038500
691,0.029800
692,0.029600
693,0.029500
694,0.029600
695,0.029500
696,0.029500
697,0.029600
698,0.029600
699,0.029400
700,0.029600
701,0.029600
702,0.029300
703,0.029600
704,0.029500
705,0.029400
706,0.029600
707,0.029400
708,0.029500
709,0.029500
710,0.029900
711,0.029300
712,0.029400
713,0.029600
714,0.029800
715,0.032000
716,0.029800
717,0.029900
718,0.029600
719,0.029500
720,0.029700
721,0.029400
722,0.029400
723,0.029400
724,0.029500
725,0.029400
726,0.029200
727,0.029300
728,0.029300
729,0.029300
730,0.029400
731,0.029500
732,0.029600
733,0.029400
734,0.029500
735,0.029700
736,0.029500
737,0.029600
738,0.029400
739,0.029400
740,0.029600
741,0.029400
742,0.029500
743,0.029700
744,0.032000
745,0.029900
746,0.029900
747,0.029800
748,0.029600
749,0.029700
750,0.029700
751,0.029700
752,0.029700
753,0.029700
754,0.029500
755,0.029600
756,0.029300
757,0.029200
758,0.029300
759,0.029300
760,0.029400
761,0.029400
762,0.029300
763,0.029500
764,0.029200
765,0.029600
766,0.029500
767,0.029500
768,0.029400
769,0.029600
770,0.029600
771,0.029400
772,0.031500
773,0.029500
774,0.029600
775,0.031700
776,0.029500
777,0.029500
778,0.029600
779,0.029700
780,0.029400
781,0.029400
782,0.029300
783,0.029300
784,0.029200
785,0.029200
786,0.029400
787,0.029300
788,0.029400
789,0.029500
790,0.029200
791,0.029200
792,0.029200
793,0.029300
794,0.029400
795,0.029300
796,0.029300
797,0.029500
798,0.029500
799,0.029600
800,0.029600
801,0.031900
802,0.029500
803,0.029300
804,0.029600
805,0.029500
806,0.029200
807,0.029400
808,0.029400
809,0.029400
810,0.029300
811,0.029300
812,0.029200
813,0.029200
814,0.029300
815,0.029400
816,0.029300
817,0.029400
818,0.029400
819,0.029400
820,0.029500
821,0.029400
822,0.029500
823,0.029400
824,0.029500
825,0.029400
826,0.029600
827,0.029400
828,0.029400
829,0.031700
830,0.029600
831,0.029500
832,0.029400
833,0.029200
834,0.029300
835,0.029300
836,0.029500
837,0.029600
838,0.029700
839,0.029600
840,0.029700
841,0.029700
842,0.029400
843,0.029300
844,0.029200
845,0.029300
846,0.029200
847,0.029300
848,0.029500
849,0.029500
850,0.029300
851,0.029600
852,0.029500
853,0.029400
854,0.029400
855,0.029400
856,0.029400
857,0.031500
858,0.029700
859,0.029700
860,0.029500
861,0.031600
862,0.029300
863,0.029300
864,0.029300
865,0.029400
866,0.029500
867,0.029400
868,0.029300
869,0.029300
870,0.029700
871,0.029400
872,0.029300
873,0.029200
874,0.029600
875,0.029400
876,0.029300
877,0.029300
878,0.036600
879,0.050400
880,0.032200
881,0.029900
882,0.030000
883,0.030000
884,0.052700
885,0.034500
886,0.057100
887,0.062400
888,0.036100
889,0.029600
890,0.029700
891,0.039000
892,0.046500
893,0.032400
894,0.029700
895,0.029600
896,0.029500
897,0.029800
898,0.029700
899,0.029800
900,0.029700
901,0.029500
902,0.029700
903,0.029600
904,0.029600
905,0.029700
906,0.029900
907,0.029600
908,0.029700
909,0.029800
910,0.029600
911,0.029800
912,0.029700
913,0.029600
914,0.031900
915,0.029700
916,0.029600
917,0.029600
918,0.030600
919,0.029900
920,0.029700
921,0.029800
922,0.029900
923,0.030000
924,0.030000
925,0.029900
926,0.030000
927,0.029800
928,0.029500
929,0.029800
930,0.029600
931,0.029700
932,0.030100
933,0.029500
934,0.029600
935,0.030100
936,0.030000
937,0.029800
938,0.030400
939,0.030100
940,0.029600
941,0.029900
942,0.030100
943,0.033200
944,0.029900
945,0.030200
946,0.044700
947,0.030300
948,0.029900
949,0.030000
950,0.029900
951,0.030000
952,0.029700
953,0.029900
954,0.030000
955,0.029700
956,0.029800
957,0.029500
958,0.029500
959,0.029600
960,0.029900
961,0.030200
962,0.029700
963,0.029600
964,0.029600
965,0.029700
966,0.029500
967,0.029700
968,0.030100
969,0.029700
970,0.030100
971,0.033500
972,0.030200
973,0.029600
974,0.029700
975,0.029900
976,0.029800
977,0.029600
978,0.029600
979,0.030200
980,0.030300
981,0.030000
982,0.029600
983,0.029700
984,0.029800
985,0.029700
986,0.029600
987,0.030500
988,0.030400
989,0.030000
990,0.030600
991,0.029900
992,0.030300
993,0.031500
994,0.033900
995,0.029600
996,0.032400
997,0.076700
998,0.030500
999,0.029500
