frame,ms
0,0.047300
1,0.047800
2,0.034400
3,0.030600
4,0.030800
5,0.030000
6,0.030200
7,0.029900
8,0.030000
9,0.031800
10,0.029500
11,0.029800
12,0.029400
13,0.029300
14,0.029700
15,0.030100
16,0.029600
17,0.029700
18,0.029500
19,0.029900
20,0.029900
21,0.030000
22,0.030200
23,0.030200
24,0.030400
25,0.029900
26,0.030300
27,0.030000
28,0.029800
29,0.029800
30,0.085700
31,0.033900
32,0.030200
33,0.029800
34,0.029400
35,0.029700
36,0.029800
37,0.029500
38,0.029800
39,0.029800
40,0.030000
41,0.029800
42,0.030000
43,0.029600
44,0.029900
45,0.029900
46,0.029700
47,0.029600
48,0.029900
49,0.029900
50,0.029700
51,0.030000
52,0.029900
53,0.030100
54,0.030000
55,0.029800
56,0.029900
57,0.029600
58,0.029600
59,0.032700
60,0.030400
61,0.030700
62,0.030000
63,0.029900
64,0.030200
65,0.030100
66,0.030300
67,0.029700
68,0.030600
69,0.029700
70,0.030000
71,0.031700
72,0.030700
73,0.030500
74,0.030100
75,0.029500
76,0.029500
77,0.030500
78,0.029900
79,0.030300
80,0.029900
81,0.029700
82,0.030000
83,0.030200
84,0.029500
85,0.029400
86,0.029700
87,0.029400
88,0.032200
89,0.029800
90,0.030100
91,0.029800
92,0.029900
93,0.030000
94,0.032200
95,0.029900
96,0.029900
97,0.030300
98,0.029800
99,0.029800
100,0.029600
101,0.029800
102,0.029800
103,0.029800
104,0.029400
105,0.030300
106,0.030200
107,0.029400
108,0.029800
109,0.029700
110,0.029700
111,0.029500
112,0.029700
113,0.029400
114,0.029500
115,0.029400
116,0.031900
117,0.029500
118,0.029700
119,0.029500
120,0.029200
121,0.029700
122,0.029700
123,0.029300
124,0.029500
125,0.029300
126,0.029300
127,0.029400
128,0.029200
129,0.029300
130,0.029200
131,0.029300
132,0.029400
133,0.029400
134,0.029600
135,0.029300
136,0.029600
137,0.029300
138,0.029600
139,0.029500
140,0.029700
141,0.029400
142,0.029400
143,0.029200
144,0.029200
145,0.031600
146,0.029300
147,0.029400
148,0.029300
149,0.029300
150,0.029400
151,0.029600
152,0.029400
153,0.029300
154,0.029300
155,0.029300
156,0.029400
157,0.029300
158,0.029300
159,0.029400
160,0.029300
161,0.029400
162,0.029300
163,0.029500
164,0.029400
165,0.029400
166,0.029700
167,0.029400
168,0.029400
169,0.029300
170,0.029300
171,0.029500
172,0.029300
173,0.031200
174,0.029600
175,0.029700
176,0.029600
177,0.029900
178,0.029600
179,0.031700
180,0.029900
181,0.029900
182,0.029800
183,0.029700
184,0.029600
185,0.029600
186,0.029600
187,0.029700
188,0.029800
189,0.029500
190,0.029400
191,0.029500
192,0.029700
193,0.029600
194,0.029700
195,0.029600
196,0.029600
197,0.029600
198,0.029400
199,0.029300
200,0.029200
201,0.100700
202,0.030000
203,0.029600
204,0.029500
205,0.029400
206,0.029200
207,0.029500
208,0.029500
209,0.029400
210,0.029200
211,0.029400
212,0.029400
213,0.029200
214,0.029500
215,0.029700
216,0.029700
217,0.029800
218,0.029700
219,0.029700
220,0.029800
221,0.029700
222,0.029900
223,0.029800
224,0.029800
225,0.029700
226,0.029500
227,0.029800
228,0.029800
229,0.029500
230,0.031400
231,0.029600
232,0.029200
233,0.029400
234,0.029300
235,0.029200
236,0.029500
237,0.029600
238,0.029400
239,0.029400
240,0.029300
241,0.029300
242,0.029400
243,0.029400
244,0.029200
245,0.029500
246,0.029600
247,0.029500
248,0.029200
249,0.029800
250,0.029700
251,0.029600
252,0.029800
253,0.029600
254,0.029500
255,0.029600
256,0.029400
257,0.029300
258,0.031400
259,0.029600
260,0.029400
261,0.029400
262,0.029600
263,0.029400
264,0.029500
265,0.031600
266,0.029700
267,0.029600
268,0.029700
269,0.029500
270,0.029500
271,0.029400
272,0.029300
273,0.029200
274,0.029300
275,0.029200
276,0.029200
277,0.029300
278,0.029700
279,0.029800
280,0.029800
281,0.029800
282,0.029600
283,0.029500
284,0.029500
285,0.029700
286,0.029500
287,0.031600
288,0.029700
289,0.029400
290,0.029700
291,0.029400
292,0.029200
293,0.029800
294,0.029800
295,0.029600
296,0.029900
297,0.029800
298,0.029600
299,0.029400
300,0.029700
301,0.029700
302,0.029600
303,0.029500
304,0.029600
305,0.029500
306,0.029600
307,0.029500
308,0.029800
309,0.029600
310,0.029500
311,0.029600
312,0.029600
313,0.029700
314,0.029500
315,0.031500
316,0.029300
317,0.029500
318,0.029700
319,0.029400
320,0.029200
321,0.029600
322,0.029400
323,0.029500
324,0.029500
325,0.029400
326,0.029300
327,0.029300
328,0.029400
329,0.029300
330,0.029500
331,0.029200
332,0.029300
333,0.029200
334,0.029300
335,0.029500
336,0.029600
337,0.029400
338,0.029400
339,0.029400
340,0.029300
341,0.029400
342,0.029300
343,0.029400
344,0.031300
345,0.029600
346,0.029300
347,0.029500
348,0.029300
349,0.029600
350,0.031800
351,0.029500
352,0.029700
353,0.029500
354,0.029500
355,0.029600
356,0.029500
357,0.029500
358,0.029400
359,0.029500
360,0.029300
361,0.029400
362,0.029300
363,0.029300
364,0.029700
365,0.029600
366,0.029600
367,0.029600
368,0.029700
369,0.029300
370,0.029500
371,0.029400
372,0.031600
373,0.029600
374,0.029600
375,0.029300
376,0.029400
377,0.029300
378,0.029700
379,0.053900
380,0.035500
381,0.030000
382,0.029600
383,0.029900
384,0.029500
385,0.029700
386,0.029300
387,0.029600
388,0.029700
389,0.029400
390,0.029500
391,0.038800
392,0.051700
393,0.046600
394,0.052000
395,0.039100
396,0.029800
397,0.029400
398,0.029600
399,0.029500
400,0.029500
401,0.031800
402,0.029400
403,0.030000
404,0.029800
405,0.029400
406,0.029400
407,0.029600
408,0.029600
409,0.029500
410,0.029400
411,0.029500
412,0.029400
413,0.029400
414,0.029300
415,0.029400
416,0.029500
417,0.029300
418,0.029300
419,0.029500
420,0.029700
421,0.029600
422,0.029600
423,0.029300
424,0.029500
425,0.029600
426,0.029600
427,0.029600
428,0.029600
429,0.031600
430,0.029600
431,0.029600
432,0.029600
433,0.029700
434,0.029300
435,0.031600
436,0.029800
437,0.029600
438,0.029600
439,0.029500
440,0.029500
441,0.029300
442,0.029600
443,0.029300
444,0.029300
445,0.029300
446,0.029300
447,0.029300
448,0.029400
449,0.029300
450,0.029600
451,0.029600
452,0.029800
453,0.029500
454,0.029600
455,0.029600
456,0.029300
457,0.031700
458,0.029300
459,0.029500
460,0.029700
461,0.029300
462,0.029500
463,0.029100
464,0.029400
465,0.030000
466,0.029700
467,0.029800
468,0.029700
469,0.029600
470,0.029700
471,0.029500
472,0.029500
473,0.029600
474,0.029400
475,0.029700
476,0.029300
477,0.029100
478,0.029800
479,0.029500
480,0.029800
481,0.029900
482,0.029800
483,0.029700
484,0.029600
485,0.029900
486,0.038400
487,0.029600
488,0.029700
489,0.029900
490,0.029700
491,0.029200
492,0.029300
493,0.029400
494,0.029300
495,0.029300
496,0.029400
497,0.029500
498,0.029500
499,0.029500
500,0.029500
501,0.029600
502,0.029300
503,0.029200
504,0.029300
505,0.029200
506,0.029600
507,0.029300
508,0.029700
509,0.029300
510,0.029400
511,0.029400
512,0.029300
513,0.029400
514,0.031300
515,0.029300
516,0.029300
517,0.029500
518,0.029500
519,0.029600
520,0.029200
521,0.031300
522,0.029600
523,0.029700
524,0.029500
525,0.029700
526,0.029600
527,0.029400
528,0.029600
529,0.029500
530,0.029800
531,0.030000
532,0.029900
533,0.029700
534,0.030300
535,0.030600
536,0.030000
537,0.029900
538,0.030300
539,0.030100
540,0.040000
541,0.051900
542,0.034600
543,0.031800
544,0.029400
545,0.029400
546,0.029900
547,0.029800
548,0.029600
549,0.030000
550,0.030000
551,0.030400
552,0.029500
553,0.029600
554,0.030300
555,0.029300
556,0.029500
557,0.029900
558,0.029600
559,0.034000
560,0.084400
561,0.029800
562,0.029500
