frame,ms
0,0.230800
1,0.226300
2,0.227800
3,0.225300
4,0.225100
5,0.225500
6,0.227900
7,0.225600
8,0.225400
9,0.227100
10,0.225300
11,0.225000
12,0.224800
13,0.227200
14,0.225300
15,0.225500
16,0.231600
17,0.225100
18,0.225300
19,0.354400
20,0.325600
21,0.230900
22,0.225700
23,0.226400
24,0.228100
25,0.225500
26,0.225800
27,0.227400
28,0.225400
29,0.224900
30,0.225100
31,0.230000
32,0.225200
33,0.225400
34,0.227100
35,0.225600
36,0.229400
37,0.227400
38,0.227300
39,0.225100
40,0.225300
41,0.245100
42,0.225100
43,0.294300
44,0.226500
45,0.227300
46,0.225700
47,0.226100
48,0.228300
49,0.226000
50,0.225400
51,0.225600
52,0.227700
53,0.225300
54,0.225700
55,0.225300
56,0.232000
57,0.225700
58,0.293900
59,0.233900
60,0.227800
61,0.242700
62,0.228800
63,0.239200
64,0.233900
65,0.234500
66,0.244000
67,0.229100
68,0.228700
69,0.228800
70,0.233100
71,0.229300
72,0.233800
73,0.235600
74,0.227500
75,0.225700
76,0.230100
77,0.228500
78,0.225500
79,0.295300
80,0.232200
81,0.225900
82,0.225500
83,0.225500
84,0.242800
85,0.273400
86,0.294400
87,0.232900
88,0.281200
89,0.228000
90,0.225400
91,0.279000
92,0.225400
93,0.225900
94,0.226000
95,0.228800
96,0.230600
97,0.227700
98,0.229800
99,0.229000
100,0.228300
101,0.229600
102,0.229100
103,0.228200
104,0.232200
105,0.233600
106,0.229800
107,0.231300
108,0.228500
109,0.232500
110,0.234700
111,0.233200
112,0.268600
113,0.231700
114,0.297900
115,0.227100
116,0.256200
117,0.225800
118,0.225700
119,0.227300
120,0.230300
121,0.225200
122,0.227500
123,0.227600
124,0.225200
125,0.225500
126,0.225200
127,0.227400
128,0.260800
129,0.232700
130,0.231600
131,0.230200
132,0.230300
133,0.246700
134,0.260600
135,0.241700
136,0.239900
137,0.250700
138,0.235900
139,0.297300
140,0.271600
141,0.274200
142,0.231200
143,0.236200
144,0.244200
145,0.234800
146,0.257500
147,0.240200
148,0.232800
149,0.233500
150,0.227600
151,0.277400
152,0.235300
153,0.242200
154,0.235100
155,0.261500
156,0.447600
157,0.257400
158,0.270900
159,0.265700
160,0.265200
161,0.250700
162,0.257900
163,0.260000
164,0.284300
165,0.274600
166,0.276300
167,0.552700
168,0.237600
169,0.230800
170,0.231200
171,0.231600
172,0.235000
173,0.237500
174,0.235300
175,0.239700
176,0.237800
177,0.321100
178,0.238800
179,0.226400
180,0.228900
181,0.227200
182,0.225800
183,0.229300
184,0.226800
185,0.226300
186,0.227500
187,0.229500
188,0.224100
189,0.237800
190,0.224800
191,0.225100
192,0.238400
193,0.224800
194,0.309500
195,0.305900
196,0.230900
197,0.259300
198,0.230700
199,0.238200
200,0.236500
