frame,ms
0,0.049200
1,0.042800
2,0.042200
3,0.042200
4,0.042100
5,0.042200
6,0.042300
7,0.042200
8,0.042200
9,0.042100
10,0.042300
11,0.042100
12,0.042100
13,0.044300
14,0.042200
15,0.042300
16,0.042100
17,0.042200
18,0.042200
19,0.042200
20,0.042100
21,0.042300
22,0.042400
23,0.042500
24,0.042700
25,0.042700
26,0.042400
27,0.042500
28,0.042400
29,0.044700
30,0.042500
31,0.042600
32,0.042600
33,0.042400
34,0.042400
35,0.042300
36,0.042400
37,0.044800
38,0.042500
39,0.042400
40,0.042400
41,0.042300
42,0.042400
43,0.043100
44,0.042500
45,0.044600
46,0.042100
47,0.042200
48,0.042400
49,0.042100
50,0.042400
51,0.042100
52,0.042000
53,0.042300
54,0.042200
55,0.042100
56,0.042100
57,0.042500
58,0.042200
59,0.042100
60,0.042300
61,0.044300
62,0.042200
63,0.042100
64,0.042100
65,0.042300
66,0.042400
67,0.042300
68,0.042400
69,0.042300
70,0.042400
71,0.042300
72,0.042200
73,0.042000
74,0.042100
75,0.042000
76,0.042200
77,0.044300
78,0.042300
79,0.042100
80,0.044300
81,0.042300
82,0.042200
83,0.042100
84,0.042100
85,0.042400
86,0.042300
87,0.042400
88,0.042300
89,0.042300
90,0.042400
91,0.042700
92,0.042900
93,0.076300
94,0.050500
95,0.042900
96,0.042600
97,0.042700
98,0.042700
99,0.042600
100,0.044100
101,0.043000
102,0.042700
103,0.042900
104,0.043400
105,0.042800
106,0.042700
107,0.042400
108,0.043100
109,0.060500
110,0.041500
111,0.040900
112,0.040900
113,0.040800
114,0.040600
115,0.040700
116,0.040800
117,0.041000
118,0.040500
119,0.040500
120,0.040600
121,0.040700
122,0.040600
123,0.043100
124,0.040900
125,0.055600
126,0.040700
127,0.040700
128,0.040900
129,0.041000
130,0.041000
131,0.041000
132,0.041300
133,0.041400
134,0.041200
135,0.041700
136,0.042100
137,0.041700
138,0.041200
139,0.042300
140,0.041500
141,0.043800
142,0.041300
143,0.041000
144,0.041000
145,0.041200
146,0.041300
147,0.041100
148,0.041100
149,0.041000
150,0.041400
151,0.041600
152,0.101700
153,0.042400
154,0.041100
155,0.040600
156,0.040800
157,0.043200
158,0.041000
159,0.041500
160,0.040600
161,0.040600
162,0.040400
163,0.040300
164,0.040900
165,0.044800
166,0.042000
167,0.042100
168,0.041400
169,0.040900
170,0.040700
171,0.040600
172,0.041300
173,0.043400
174,0.040900
175,0.041400
176,0.041700
177,0.040900
178,0.041100
179,0.042000
180,0.042100
181,0.041200
182,0.041100
183,0.041000
184,0.041300
185,0.041400
186,0.041000
187,0.041300
188,0.041200
189,0.043300
190,0.041300
191,0.040800
192,0.040900
193,0.041100
194,0.040800
195,0.041500
196,0.041100
197,0.040800
198,0.040700
199,0.040400
200,0.040400
201,0.040500
202,0.040500
203,0.040500
204,0.040800
205,0.043600
206,0.040600
207,0.040500
208,0.042600
209,0.040500
210,0.040400
211,0.041000
212,0.040600
213,0.040500
214,0.040600
215,0.040700
216,0.040800
217,0.040800
218,0.040900
219,0.040800
220,0.040800
221,0.042700
222,0.042200
223,0.097800
224,0.040900
225,0.040600
226,0.040800
227,0.040600
228,0.040800
229,0.040700
230,0.040500
231,0.040500
232,0.040400
233,0.040400
234,0.040400
235,0.040300
236,0.040500
237,0.042900
238,0.040800
239,0.040900
240,0.040600
241,0.040900
242,0.040900
243,0.041200
244,0.040800
245,0.040800
246,0.040700
247,0.040500
248,0.041100
249,0.040800
250,0.040800
251,0.043300
252,0.040900
253,0.042900
254,0.040700
255,0.040600
256,0.040400
257,0.040400
258,0.040500
259,0.040400
260,0.040500
261,0.040400
262,0.040400
263,0.040500
264,0.040400
265,0.040400
266,0.040800
267,0.041100
268,0.041100
269,0.042900
270,0.041000
271,0.041000
272,0.040600
273,0.040600
274,0.040500
275,0.040600
276,0.040400
277,0.040700
278,0.041000
279,0.040600
280,0.040500
281,0.040400
282,0.040500
283,0.040400
284,0.041000
285,0.042800
286,0.040700
287,0.040500
288,0.040500
289,0.040500
290,0.041000
291,0.041400
292,0.040800
293,0.042700
294,0.041400
295,0.041500
296,0.040800
297,0.041000
298,0.041200
299,0.041300
300,0.041100
301,0.043300
302,0.041000
303,0.041300
304,0.041100
305,0.041300
306,0.041200
307,0.041500
308,0.041200
309,0.041400
310,0.041400
311,0.041900
312,0.041200
313,0.041500
314,0.040800
315,0.041000
316,0.041300
317,0.043000
318,0.041200
319,0.040600
320,0.040600
321,0.040700
322,0.040700
323,0.040800
324,0.040900
325,0.040900
326,0.041700
327,0.041400
328,0.041100
329,0.041100
330,0.040800
331,0.041500
332,0.040800
333,0.043100
334,0.041100
335,0.040500
336,0.043000
337,0.040900
338,0.040700
339,0.041100
340,0.041200
341,0.041300
342,0.041300
343,0.042100
344,0.042100
345,0.040800
346,0.041900
347,0.041100
348,0.041100
349,0.044400
350,0.041300
351,0.041000
352,0.041500
353,0.041200
354,0.041400
355,0.041000
356,0.041400
357,0.040600
358,0.041400
359,0.041200
360,0.041100
361,0.041200
362,0.040700
363,0.040700
364,0.040600
365,0.050200
366,0.040900
367,0.040900
368,0.041000
369,0.040900
370,0.040700
371,0.040600
372,0.040800
373,0.040600
374,0.040500
375,0.040500
376,0.040600
377,0.040600
378,0.040500
379,0.043100
380,0.040700
381,0.042700
382,0.040700
383,0.040500
384,0.040400
385,0.040400
386,0.040400
387,0.040500
388,0.040500
389,0.040400
390,0.040400
391,0.040500
392,0.040400
393,0.040400
394,0.040500
395,0.040400
396,0.040400
397,0.042500
398,0.040400
399,0.040400
400,0.040400
401,0.040400
402,0.040400
403,0.040400
404,0.040400
405,0.040400
406,0.040300
407,0.040500
408,0.040500
409,0.040500
410,0.040400
411,0.040400
412,0.040400
413,0.042500
414,0.040700
415,0.040700
416,0.040400
417,0.040700
418,0.040500
419,0.040700
420,0.040500
421,0.042500
422,0.040500
423,0.040400
424,0.040400
425,0.040700
426,0.040600
427,0.040600
428,0.040600
429,0.042700
430,0.040700
431,0.040700
432,0.040700
433,0.040400
434,0.040500
435,0.041500
436,0.040600
437,0.041100
438,0.041200
439,0.041000
440,0.041100
441,0.040600
442,0.040600
443,0.040600
444,0.040600
445,0.042600
446,0.041200
447,0.040500
448,0.040600
449,0.040400
450,0.040400
451,0.040500
452,0.041200
453,0.040800
454,0.040900
455,0.041800
456,0.043600
457,0.043100
458,0.041400
459,0.042300
460,0.042600
461,0.043500
462,0.041400
463,0.041000
464,0.043800
465,0.041500
466,0.041400
467,0.041400
468,0.041000
469,0.041700
470,0.041200
471,0.041700
472,0.041800
473,0.041100
474,0.040800
475,0.041300
476,0.040700
477,0.043300
478,0.040600
479,0.040900
480,0.040700
481,0.041000
482,0.040800
483,0.041100
484,0.041100
485,0.041100
486,0.040700
487,0.040700
488,0.040800
489,0.041200
490,0.040800
491,0.040700
492,0.040500
493,0.043100
494,0.040600
495,0.042300
496,0.041400
497,0.040900
498,0.040700
499,0.040600
500,0.040600
501,0.040700
502,0.040600
503,0.040500
504,0.040300
505,0.040400
506,0.040500
507,0.042500
508,0.040500
509,0.042500
510,0.040500
511,0.040500
512,0.040300
513,0.040500
514,0.040300
515,0.040500
516,0.040500
517,0.040500
518,0.040500
519,0.040500
520,0.040300
521,0.040400
522,0.040600
523,0.040300
524,0.040500
525,0.043200
526,0.040400
527,0.040400
528,0.040600
529,0.042000
530,0.042100
531,0.041300
532,0.041000
533,0.041100
534,0.041100
535,0.040400
536,0.040500
537,0.040500
538,0.040500
539,0.040400
540,0.078400
541,0.044600
542,0.040500
543,0.040500
544,0.040500
545,0.040500
546,0.040400
547,0.040700
548,0.040600
549,0.042600
550,0.101500
551,0.041800
552,0.040500
553,0.040300
554,0.040600
555,0.040400
556,0.040400
557,0.042600
558,0.040500
559,0.040400
560,0.040500
561,0.040300
562,0.040400
563,0.040400
564,0.040500
565,0.040400
566,0.040400
567,0.040500
568,0.040400
569,0.040300
570,0.040300
571,0.040300
572,0.040500
573,0.042400
574,0.040400
575,0.040400
576,0.040300
577,0.040300
578,0.040500
579,0.040600
580,0.040500
581,0.040500
582,0.040400
583,0.040400
584,0.040600
585,0.040500
586,0.040600
587,0.040600
588,0.040500
589,0.042600
590,0.040500
591,0.040400
592,0.042600
593,0.040400
594,0.040400
595,0.040400
596,0.040400
597,0.040400
598,0.040500
599,0.040400
600,0.040500
601,0.040500
602,0.040400
603,0.040400
604,0.041100
605,0.042900
606,0.040600
607,0.040500
608,0.040500
609,0.040600
610,0.040500
611,0.040800
612,0.040800
613,0.040600
614,0.040900
615,0.040800
616,0.040900
617,0.040700
618,0.040800
619,0.040800
620,0.040600
621,0.043300
622,0.061700
623,0.067900
624,0.040800
625,0.040600
626,0.040500
627,0.040500
628,0.040500
629,0.040500
630,0.040600
631,0.040500
632,0.040500
633,0.040600
634,0.040500
635,0.047300
636,0.040600
637,0.043000
638,0.040900
639,0.041100
640,0.041300
641,0.041000
642,0.041100
643,0.041000
644,0.040600
645,0.041200
646,0.041100
647,0.040900
648,0.040900
649,0.040900
650,0.041000
651,0.040800
652,0.040800
653,0.042700
654,0.040700
655,0.040700
656,0.040800
657,0.040700
658,0.040500
659,0.040500
660,0.040800
661,0.040400
662,0.040600
663,0.040700
664,0.040500
665,0.040600
666,0.040400
667,0.040400
