frame,ms
0,0.102700
1,0.085500
2,0.084500
3,0.084500
4,0.084200
5,0.084200
6,0.084500
7,0.084200
8,0.084000
9,0.084300
10,0.084100
11,0.084500
12,0.084500
13,0.084300
14,0.084200
15,0.088400
16,0.084100
17,0.084200
18,0.084100
19,0.084200
20,0.084100
21,0.084700
22,0.084800
23,0.085100
24,0.085400
25,0.084700
26,0.085400
27,0.084500
28,0.085000
29,0.085200
30,0.084900
31,0.089100
32,0.084800
33,0.084800
34,0.084600
35,0.085000
36,0.084700
37,0.088800
38,0.084600
39,0.084500
40,0.084700
41,0.084600
42,0.089600
43,0.063300
44,0.064900
45,0.063500
46,0.063200
47,0.066200
48,0.063500
49,0.063200
50,0.063000
51,0.063400
52,0.063400
53,0.063100
54,0.063000
55,0.063700
56,0.063200
57,0.063600
58,0.063100
59,0.063000
60,0.063200
61,0.063100
62,0.063300
63,0.066400
64,0.063300
65,0.064300
66,0.063800
67,0.063700
68,0.063500
69,0.063600
70,0.063600
71,0.063700
72,0.063500
73,0.063000
74,0.063100
75,0.063000
76,0.063200
77,0.063300
78,0.063300
79,0.069300
80,0.063100
81,0.063100
82,0.063300
83,0.063100
84,0.063300
85,0.063200
86,0.063100
87,0.063200
88,0.064300
89,0.063300
90,0.063500
91,0.063400
92,0.064600
93,0.063600
94,0.063500
95,0.066900
96,0.063900
97,0.063700
98,0.064300
99,0.063900
100,0.063600
101,0.063500
102,0.063700
103,0.063200
104,0.063400
105,0.063300
106,0.063400
107,0.063300
108,0.063400
109,0.063500
110,0.063700
111,0.066300
112,0.063600
113,0.063000
114,0.063300
115,0.063300
116,0.063400
117,0.063300
118,0.063200
119,0.063200
120,0.074200
121,0.050600
122,0.053100
123,0.050600
124,0.050700
125,0.050600
126,0.050600
127,0.053000
128,0.050700
129,0.050800
130,0.050500
131,0.050500
132,0.050600
133,0.050700
134,0.050500
135,0.050600
136,0.050400
137,0.050400
138,0.050500
139,0.050600
140,0.050600
141,0.050400
142,0.050600
143,0.052700
144,0.050500
145,0.050600
146,0.050500
147,0.050600
148,0.050400
149,0.050600
150,0.050500
151,0.050400
152,0.050500
153,0.050500
154,0.050600
155,0.050800
156,0.050600
157,0.050700
158,0.050500
159,0.053000
160,0.050500
161,0.050600
162,0.050400
163,0.050500
164,0.050500
165,0.053300
166,0.050400
167,0.050600
168,0.050700
169,0.050600
170,0.050900
171,0.051000
172,0.050600
173,0.050500
174,0.050500
175,0.053500
176,0.050700
177,0.051400
178,0.051100
179,0.051000
