frame,ms
0,0.035400
1,0.026100
2,0.025700
3,0.025600
4,0.025400
5,0.025500
6,0.025500
7,0.025500
8,0.025600
9,0.025300
10,0.025600
11,0.025500
12,0.025500
13,0.025400
14,0.025500
15,0.025600
16,0.025400
17,0.025500
18,0.025500
19,0.025400
20,0.025300
21,0.025500
22,0.025500
23,0.025400
24,0.025400
25,0.025300
26,0.025500
27,0.025400
28,0.025700
29,0.025400
30,0.025400
31,0.025500
32,0.025400
33,0.025600
34,0.025400
35,0.026000
36,0.025800
37,0.026000
38,0.025900
39,0.025900
40,0.025900
41,0.025800
42,0.025800
43,0.025800
44,0.025600
45,0.025800
46,0.025600
47,0.025700
48,0.025600
49,0.025800
50,0.025600
51,0.025300
52,0.025400
53,0.025500
54,0.025300
55,0.025400
56,0.025400
57,0.025500
58,0.025300
59,0.025400
60,0.025400
61,0.025700
62,0.025400
63,0.025700
64,0.025300
65,0.025400
66,0.025300
67,0.025300
68,0.025300
69,0.025300
70,0.025500
71,0.025500
72,0.025400
73,0.025400
74,0.025400
75,0.025400
76,0.025400
77,0.025600
78,0.025600
79,0.025800
80,0.025900
81,0.026000
82,0.026000
83,0.025600
84,0.025600
85,0.025800
86,0.025600
87,0.025600
88,0.025600
89,0.025500
90,0.025700
91,0.025600
92,0.025300
93,0.025300
94,0.025400
95,0.025400
96,0.025400
97,0.025400
98,0.025400
99,0.025400
100,0.025300
101,0.025400
102,0.025300
103,0.025400
104,0.025300
105,0.025300
106,0.025400
107,0.025400
108,0.025300
109,0.025400
110,0.037700
111,0.020300
112,0.020700
113,0.020700
114,0.020400
115,0.020400
116,0.020300
117,0.020300
118,0.020400
119,0.020300
120,0.020300
121,0.020300
122,0.020300
123,0.020400
124,0.020200
125,0.020500
126,0.020300
127,0.020300
128,0.020400
129,0.020300
130,0.020300
131,0.020400
132,0.020300
133,0.020400
134,0.020400
135,0.020500
136,0.020500
137,0.020700
138,0.020600
139,0.020500
140,0.020600
141,0.020400
142,0.020600
143,0.020500
144,0.020600
145,0.020400
146,0.020400
147,0.020700
148,0.020700
149,0.020600
150,0.020700
151,0.020300
152,0.020300
153,0.020400
154,0.020300
155,0.020300
156,0.020400
157,0.020300
158,0.020300
159,0.020500
160,0.020300
161,0.020300
162,0.020300
163,0.020100
164,0.020300
165,0.020700
166,0.020600
167,0.020900
168,0.020900
169,0.020400
170,0.020500
171,0.020300
172,0.020500
173,0.020200
174,0.020300
175,0.020700
176,0.020300
177,0.020700
178,0.020300
179,0.020400
180,0.020300
181,0.020400
182,0.020600
183,0.020600
184,0.020700
185,0.020600
186,0.020400
187,0.020700
188,0.020600
189,0.020600
190,0.020600
191,0.020800
192,0.020700
193,0.020800
194,0.021100
195,0.021100
196,0.020900
197,0.020600
198,0.020500
199,0.020600
200,0.020600
201,0.021000
202,0.020700
203,0.020600
204,0.020600
205,0.020900
206,0.020500
207,0.020400
208,0.020700
209,0.020600
210,0.020600
211,0.020900
212,0.020700
213,0.020700
214,0.020700
215,0.020700
216,0.020700
217,0.020500
218,0.020400
219,0.020500
220,0.020500
221,0.020300
222,0.020700
223,0.020500
224,0.020400
225,0.020400
226,0.020300
227,0.020200
228,0.020400
229,0.020300
230,0.020200
231,0.020300
232,0.020400
233,0.020400
234,0.021200
235,0.020300
236,0.020400
237,0.020400
238,0.020300
239,0.020600
240,0.020500
241,0.020600
242,0.020500
243,0.020500
244,0.020600
245,0.020500
246,0.020600
247,0.020500
248,0.020500
249,0.020600
250,0.020600
251,0.020700
252,0.020700
253,0.020800
254,0.020700
255,0.020700
256,0.020800
257,0.020800
258,0.020800
259,0.091100
260,0.020900
261,0.021000
262,0.020800
263,0.021100
264,0.021000
265,0.020600
266,0.020800
267,0.020800
268,0.020900
269,0.020800
270,0.020900
271,0.020900
272,0.020600
273,0.020500
274,0.020600
275,0.020400
276,0.020500
277,0.020700
278,0.020400
279,0.020700
280,0.020500
281,0.020700
282,0.020900
283,0.020900
284,0.020700
285,0.076400
286,0.021300
287,0.020800
288,0.020600
289,0.020600
290,0.020600
291,0.020800
292,0.020800
293,0.020700
294,0.021000
295,0.020600
296,0.020400
297,0.020500
298,0.020600
299,0.020700
300,0.020600
301,0.020600
302,0.020600
303,0.020600
304,0.020700
305,0.020600
306,0.020600
307,0.020900
308,0.021000
309,0.020900
310,0.020500
311,0.020600
312,0.020600
313,0.020600
314,0.020300
315,0.020400
316,0.020500
317,0.020300
318,0.020400
319,0.020700
320,0.020600
321,0.020600
322,0.020500
323,0.020300
324,0.020300
325,0.020400
326,0.020500
327,0.020300
328,0.020300
329,0.020600
330,0.020600
331,0.020400
332,0.020500
333,0.020400
334,0.020600
335,0.020600
336,0.020500
337,0.020700
338,0.020500
339,0.020400
340,0.020600
341,0.020500
342,0.020400
343,0.033900
344,0.017100
345,0.017000
346,0.017100
347,0.016900
348,0.017000
349,0.017100
350,0.017000
351,0.017300
352,0.017000
353,0.017100
354,0.017100
355,0.017200
356,0.017200
357,0.017000
358,0.017300
359,0.017300
360,0.017400
361,0.017300
362,0.017300
363,0.017400
364,0.017500
365,0.017200
366,0.017400
367,0.017500
368,0.017400
369,0.017200
370,0.017100
371,0.025700
372,0.046900
373,0.026800
374,0.026400
375,0.026000
376,0.017800
377,0.017400
378,0.017700
379,0.017800
380,0.017600
381,0.017600
382,0.017900
383,0.017500
384,0.017800
385,0.018000
386,0.017700
387,0.017700
388,0.017400
389,0.017500
390,0.017700
391,0.017600
392,0.017400
393,0.017400
394,0.017400
395,0.017600
396,0.017700
397,0.017400
398,0.017400
399,0.017200
400,0.017200
401,0.017100
402,0.017300
403,0.017400
404,0.017300
405,0.017700
406,0.017700
407,0.017700
408,0.017100
409,0.017300
410,0.017200
411,0.017400
412,0.017300
413,0.017100
414,0.017100
415,0.017300
416,0.017200
417,0.017200
418,0.016900
419,0.017000
420,0.017100
421,0.017100
422,0.017000
423,0.017000
424,0.017300
425,0.017100
426,0.017200
427,0.017200
428,0.016900
